"StartDate","EndDate","Status","Progress","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Q_RecaptchaScore","browser","version","os","consent","curve.for.decision","curve.for.decision_9_TEXT","description","seed","user_id","STUDY_ID","SESSION_ID","img_path","total_trials","budget","TotalTrialsSingle","TotalTrialsMultiple","COMP_CODE","vis","FL_9_DO","index","block","response","trial"
"2024-08-30 12:59:41","2024-08-30 13:02:44","IP Address","100","True","2024-08-30 13:02:45","R_7lz8NquEdwpXpl8","anonymous","EN","1","Safari","17.4.1","Macintosh","Yes","A","","I look at the A and see how long the temperature is. ","527","8281fdf7","66d207d97109f850d371e919","66d21694943e222714239471","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","7000","18","12","C1OSMFWY","ensembles_right","FL_26",13,"single",1,1
"2024-08-30 12:59:41","2024-08-30 13:02:44","IP Address","100","True","2024-08-30 13:02:45","R_7lz8NquEdwpXpl8","anonymous","EN","1","Safari","17.4.1","Macintosh","Yes","A","","I look at the A and see how long the temperature is. ","527","8281fdf7","66d207d97109f850d371e919","66d21694943e222714239471","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","7000","18","12","C1OSMFWY","ensembles_right","FL_26",14,"single",1,5
"2024-08-30 12:59:41","2024-08-30 13:02:44","IP Address","100","True","2024-08-30 13:02:45","R_7lz8NquEdwpXpl8","anonymous","EN","1","Safari","17.4.1","Macintosh","Yes","A","","I look at the A and see how long the temperature is. ","527","8281fdf7","66d207d97109f850d371e919","66d21694943e222714239471","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","7000","18","12","C1OSMFWY","ensembles_right","FL_26",15,"single",0,13
"2024-08-30 12:59:41","2024-08-30 13:02:44","IP Address","100","True","2024-08-30 13:02:45","R_7lz8NquEdwpXpl8","anonymous","EN","1","Safari","17.4.1","Macintosh","Yes","A","","I look at the A and see how long the temperature is. ","527","8281fdf7","66d207d97109f850d371e919","66d21694943e222714239471","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","7000","18","12","C1OSMFWY","ensembles_right","FL_26",16,"single",0,15
"2024-08-30 12:59:41","2024-08-30 13:02:44","IP Address","100","True","2024-08-30 13:02:45","R_7lz8NquEdwpXpl8","anonymous","EN","1","Safari","17.4.1","Macintosh","Yes","A","","I look at the A and see how long the temperature is. ","527","8281fdf7","66d207d97109f850d371e919","66d21694943e222714239471","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","7000","18","12","C1OSMFWY","ensembles_right","FL_26",17,"single",1,3
"2024-08-30 12:59:41","2024-08-30 13:02:44","IP Address","100","True","2024-08-30 13:02:45","R_7lz8NquEdwpXpl8","anonymous","EN","1","Safari","17.4.1","Macintosh","Yes","A","","I look at the A and see how long the temperature is. ","527","8281fdf7","66d207d97109f850d371e919","66d21694943e222714239471","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","7000","18","12","C1OSMFWY","ensembles_right","FL_26",18,"single",0,18
"2024-08-30 12:59:41","2024-08-30 13:02:44","IP Address","100","True","2024-08-30 13:02:45","R_7lz8NquEdwpXpl8","anonymous","EN","1","Safari","17.4.1","Macintosh","Yes","A","","I look at the A and see how long the temperature is. ","527","8281fdf7","66d207d97109f850d371e919","66d21694943e222714239471","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","7000","18","12","C1OSMFWY","ensembles_right","FL_26",19,"single",0,7
"2024-08-30 12:59:41","2024-08-30 13:02:44","IP Address","100","True","2024-08-30 13:02:45","R_7lz8NquEdwpXpl8","anonymous","EN","1","Safari","17.4.1","Macintosh","Yes","A","","I look at the A and see how long the temperature is. ","527","8281fdf7","66d207d97109f850d371e919","66d21694943e222714239471","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","7000","18","12","C1OSMFWY","ensembles_right","FL_26",20,"single",0,12
"2024-08-30 12:59:41","2024-08-30 13:02:44","IP Address","100","True","2024-08-30 13:02:45","R_7lz8NquEdwpXpl8","anonymous","EN","1","Safari","17.4.1","Macintosh","Yes","A","","I look at the A and see how long the temperature is. ","527","8281fdf7","66d207d97109f850d371e919","66d21694943e222714239471","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","7000","18","12","C1OSMFWY","ensembles_right","FL_26",1,"multiple",0,11
"2024-08-30 12:59:41","2024-08-30 13:02:44","IP Address","100","True","2024-08-30 13:02:45","R_7lz8NquEdwpXpl8","anonymous","EN","1","Safari","17.4.1","Macintosh","Yes","A","","I look at the A and see how long the temperature is. ","527","8281fdf7","66d207d97109f850d371e919","66d21694943e222714239471","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","7000","18","12","C1OSMFWY","ensembles_right","FL_26",2,"multiple",1,4
"2024-08-30 12:59:41","2024-08-30 13:02:44","IP Address","100","True","2024-08-30 13:02:45","R_7lz8NquEdwpXpl8","anonymous","EN","1","Safari","17.4.1","Macintosh","Yes","A","","I look at the A and see how long the temperature is. ","527","8281fdf7","66d207d97109f850d371e919","66d21694943e222714239471","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","7000","18","12","C1OSMFWY","ensembles_right","FL_26",3,"multiple",1,10
"2024-08-30 12:59:41","2024-08-30 13:02:44","IP Address","100","True","2024-08-30 13:02:45","R_7lz8NquEdwpXpl8","anonymous","EN","1","Safari","17.4.1","Macintosh","Yes","A","","I look at the A and see how long the temperature is. ","527","8281fdf7","66d207d97109f850d371e919","66d21694943e222714239471","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","7000","18","12","C1OSMFWY","ensembles_right","FL_26",4,"multiple",0,101
"2024-08-30 12:59:41","2024-08-30 13:02:44","IP Address","100","True","2024-08-30 13:02:45","R_7lz8NquEdwpXpl8","anonymous","EN","1","Safari","17.4.1","Macintosh","Yes","A","","I look at the A and see how long the temperature is. ","527","8281fdf7","66d207d97109f850d371e919","66d21694943e222714239471","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","7000","18","12","C1OSMFWY","ensembles_right","FL_26",5,"multiple",1,6
"2024-08-30 12:59:41","2024-08-30 13:02:44","IP Address","100","True","2024-08-30 13:02:45","R_7lz8NquEdwpXpl8","anonymous","EN","1","Safari","17.4.1","Macintosh","Yes","A","","I look at the A and see how long the temperature is. ","527","8281fdf7","66d207d97109f850d371e919","66d21694943e222714239471","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","7000","18","12","C1OSMFWY","ensembles_right","FL_26",6,"multiple",1,1
"2024-08-30 12:59:41","2024-08-30 13:02:44","IP Address","100","True","2024-08-30 13:02:45","R_7lz8NquEdwpXpl8","anonymous","EN","1","Safari","17.4.1","Macintosh","Yes","A","","I look at the A and see how long the temperature is. ","527","8281fdf7","66d207d97109f850d371e919","66d21694943e222714239471","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","7000","18","12","C1OSMFWY","ensembles_right","FL_26",7,"multiple",1,3
"2024-08-30 12:59:41","2024-08-30 13:02:44","IP Address","100","True","2024-08-30 13:02:45","R_7lz8NquEdwpXpl8","anonymous","EN","1","Safari","17.4.1","Macintosh","Yes","A","","I look at the A and see how long the temperature is. ","527","8281fdf7","66d207d97109f850d371e919","66d21694943e222714239471","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","7000","18","12","C1OSMFWY","ensembles_right","FL_26",8,"multiple",1,102
"2024-08-30 12:59:41","2024-08-30 13:02:44","IP Address","100","True","2024-08-30 13:02:45","R_7lz8NquEdwpXpl8","anonymous","EN","1","Safari","17.4.1","Macintosh","Yes","A","","I look at the A and see how long the temperature is. ","527","8281fdf7","66d207d97109f850d371e919","66d21694943e222714239471","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","7000","18","12","C1OSMFWY","ensembles_right","FL_26",9,"multiple",1,7
"2024-08-30 12:59:41","2024-08-30 13:02:44","IP Address","100","True","2024-08-30 13:02:45","R_7lz8NquEdwpXpl8","anonymous","EN","1","Safari","17.4.1","Macintosh","Yes","A","","I look at the A and see how long the temperature is. ","527","8281fdf7","66d207d97109f850d371e919","66d21694943e222714239471","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","7000","18","12","C1OSMFWY","ensembles_right","FL_26",10,"multiple",1,9
"2024-08-30 12:59:41","2024-08-30 13:02:44","IP Address","100","True","2024-08-30 13:02:45","R_7lz8NquEdwpXpl8","anonymous","EN","1","Safari","17.4.1","Macintosh","Yes","A","","I look at the A and see how long the temperature is. ","527","8281fdf7","66d207d97109f850d371e919","66d21694943e222714239471","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","7000","18","12","C1OSMFWY","ensembles_right","FL_26",11,"multiple",1,2
"2024-08-30 12:59:41","2024-08-30 13:02:44","IP Address","100","True","2024-08-30 13:02:45","R_7lz8NquEdwpXpl8","anonymous","EN","1","Safari","17.4.1","Macintosh","Yes","A","","I look at the A and see how long the temperature is. ","527","8281fdf7","66d207d97109f850d371e919","66d21694943e222714239471","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","7000","18","12","C1OSMFWY","ensembles_right","FL_26",12,"multiple",0,12
"2024-08-30 12:59:41","2024-08-30 13:02:44","IP Address","100","True","2024-08-30 13:02:45","R_7lz8NquEdwpXpl8","anonymous","EN","1","Safari","17.4.1","Macintosh","Yes","A","","I look at the A and see how long the temperature is. ","527","8281fdf7","66d207d97109f850d371e919","66d21694943e222714239471","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","7000","18","12","C1OSMFWY","ensembles_right","FL_26",13,"multiple",1,5
"2024-08-30 12:59:41","2024-08-30 13:02:44","IP Address","100","True","2024-08-30 13:02:45","R_7lz8NquEdwpXpl8","anonymous","EN","1","Safari","17.4.1","Macintosh","Yes","A","","I look at the A and see how long the temperature is. ","527","8281fdf7","66d207d97109f850d371e919","66d21694943e222714239471","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","7000","18","12","C1OSMFWY","ensembles_right","FL_26",14,"multiple",1,8
"2024-08-30 12:58:07","2024-08-30 13:04:46","IP Address","100","True","2024-08-30 13:04:47","R_1RsjgtbB5OMN4mC","anonymous","EN","1","Opera","112.0.0.0","Windows NT 10.0","Yes","B","","A and C appear to be outliers in this instance, so I do not use them as much to make my decision. I tend to want to send blankets for sure if there is a 40% chance or greater that the temperature will be lower than 32 and if I have resources, will do so at a 30% chance or greater.","139","8708d83f","66d207d97109f850d371e919","66d216373406afe64df0d3a4","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","12000","18","12","C1OSMFWY","ensembles_left","FL_11",1,"single",1,4
"2024-08-30 12:58:07","2024-08-30 13:04:46","IP Address","100","True","2024-08-30 13:04:47","R_1RsjgtbB5OMN4mC","anonymous","EN","1","Opera","112.0.0.0","Windows NT 10.0","Yes","B","","A and C appear to be outliers in this instance, so I do not use them as much to make my decision. I tend to want to send blankets for sure if there is a 40% chance or greater that the temperature will be lower than 32 and if I have resources, will do so at a 30% chance or greater.","139","8708d83f","66d207d97109f850d371e919","66d216373406afe64df0d3a4","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","12000","18","12","C1OSMFWY","ensembles_left","FL_11",2,"single",0,13
"2024-08-30 12:58:07","2024-08-30 13:04:46","IP Address","100","True","2024-08-30 13:04:47","R_1RsjgtbB5OMN4mC","anonymous","EN","1","Opera","112.0.0.0","Windows NT 10.0","Yes","B","","A and C appear to be outliers in this instance, so I do not use them as much to make my decision. I tend to want to send blankets for sure if there is a 40% chance or greater that the temperature will be lower than 32 and if I have resources, will do so at a 30% chance or greater.","139","8708d83f","66d207d97109f850d371e919","66d216373406afe64df0d3a4","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","12000","18","12","C1OSMFWY","ensembles_left","FL_11",3,"single",0,9
"2024-08-30 12:58:07","2024-08-30 13:04:46","IP Address","100","True","2024-08-30 13:04:47","R_1RsjgtbB5OMN4mC","anonymous","EN","1","Opera","112.0.0.0","Windows NT 10.0","Yes","B","","A and C appear to be outliers in this instance, so I do not use them as much to make my decision. I tend to want to send blankets for sure if there is a 40% chance or greater that the temperature will be lower than 32 and if I have resources, will do so at a 30% chance or greater.","139","8708d83f","66d207d97109f850d371e919","66d216373406afe64df0d3a4","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","12000","18","12","C1OSMFWY","ensembles_left","FL_11",4,"single",0,18
"2024-08-30 12:58:07","2024-08-30 13:04:46","IP Address","100","True","2024-08-30 13:04:47","R_1RsjgtbB5OMN4mC","anonymous","EN","1","Opera","112.0.0.0","Windows NT 10.0","Yes","B","","A and C appear to be outliers in this instance, so I do not use them as much to make my decision. I tend to want to send blankets for sure if there is a 40% chance or greater that the temperature will be lower than 32 and if I have resources, will do so at a 30% chance or greater.","139","8708d83f","66d207d97109f850d371e919","66d216373406afe64df0d3a4","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","12000","18","12","C1OSMFWY","ensembles_left","FL_11",5,"single",0,17
"2024-08-30 12:58:07","2024-08-30 13:04:46","IP Address","100","True","2024-08-30 13:04:47","R_1RsjgtbB5OMN4mC","anonymous","EN","1","Opera","112.0.0.0","Windows NT 10.0","Yes","B","","A and C appear to be outliers in this instance, so I do not use them as much to make my decision. I tend to want to send blankets for sure if there is a 40% chance or greater that the temperature will be lower than 32 and if I have resources, will do so at a 30% chance or greater.","139","8708d83f","66d207d97109f850d371e919","66d216373406afe64df0d3a4","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","12000","18","12","C1OSMFWY","ensembles_left","FL_11",6,"single",0,101
"2024-08-30 12:58:07","2024-08-30 13:04:46","IP Address","100","True","2024-08-30 13:04:47","R_1RsjgtbB5OMN4mC","anonymous","EN","1","Opera","112.0.0.0","Windows NT 10.0","Yes","B","","A and C appear to be outliers in this instance, so I do not use them as much to make my decision. I tend to want to send blankets for sure if there is a 40% chance or greater that the temperature will be lower than 32 and if I have resources, will do so at a 30% chance or greater.","139","8708d83f","66d207d97109f850d371e919","66d216373406afe64df0d3a4","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","12000","18","12","C1OSMFWY","ensembles_left","FL_11",7,"single",1,3
"2024-08-30 12:58:07","2024-08-30 13:04:46","IP Address","100","True","2024-08-30 13:04:47","R_1RsjgtbB5OMN4mC","anonymous","EN","1","Opera","112.0.0.0","Windows NT 10.0","Yes","B","","A and C appear to be outliers in this instance, so I do not use them as much to make my decision. I tend to want to send blankets for sure if there is a 40% chance or greater that the temperature will be lower than 32 and if I have resources, will do so at a 30% chance or greater.","139","8708d83f","66d207d97109f850d371e919","66d216373406afe64df0d3a4","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","12000","18","12","C1OSMFWY","ensembles_left","FL_11",8,"single",1,2
"2024-08-30 12:58:07","2024-08-30 13:04:46","IP Address","100","True","2024-08-30 13:04:47","R_1RsjgtbB5OMN4mC","anonymous","EN","1","Opera","112.0.0.0","Windows NT 10.0","Yes","B","","A and C appear to be outliers in this instance, so I do not use them as much to make my decision. I tend to want to send blankets for sure if there is a 40% chance or greater that the temperature will be lower than 32 and if I have resources, will do so at a 30% chance or greater.","139","8708d83f","66d207d97109f850d371e919","66d216373406afe64df0d3a4","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","12000","18","12","C1OSMFWY","ensembles_left","FL_11",9,"single",0,10
"2024-08-30 12:58:07","2024-08-30 13:04:46","IP Address","100","True","2024-08-30 13:04:47","R_1RsjgtbB5OMN4mC","anonymous","EN","1","Opera","112.0.0.0","Windows NT 10.0","Yes","B","","A and C appear to be outliers in this instance, so I do not use them as much to make my decision. I tend to want to send blankets for sure if there is a 40% chance or greater that the temperature will be lower than 32 and if I have resources, will do so at a 30% chance or greater.","139","8708d83f","66d207d97109f850d371e919","66d216373406afe64df0d3a4","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","12000","18","12","C1OSMFWY","ensembles_left","FL_11",10,"single",0,16
"2024-08-30 12:58:07","2024-08-30 13:04:46","IP Address","100","True","2024-08-30 13:04:47","R_1RsjgtbB5OMN4mC","anonymous","EN","1","Opera","112.0.0.0","Windows NT 10.0","Yes","B","","A and C appear to be outliers in this instance, so I do not use them as much to make my decision. I tend to want to send blankets for sure if there is a 40% chance or greater that the temperature will be lower than 32 and if I have resources, will do so at a 30% chance or greater.","139","8708d83f","66d207d97109f850d371e919","66d216373406afe64df0d3a4","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","12000","18","12","C1OSMFWY","ensembles_left","FL_11",11,"single",1,102
"2024-08-30 12:58:07","2024-08-30 13:04:46","IP Address","100","True","2024-08-30 13:04:47","R_1RsjgtbB5OMN4mC","anonymous","EN","1","Opera","112.0.0.0","Windows NT 10.0","Yes","B","","A and C appear to be outliers in this instance, so I do not use them as much to make my decision. I tend to want to send blankets for sure if there is a 40% chance or greater that the temperature will be lower than 32 and if I have resources, will do so at a 30% chance or greater.","139","8708d83f","66d207d97109f850d371e919","66d216373406afe64df0d3a4","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","12000","18","12","C1OSMFWY","ensembles_left","FL_11",12,"single",1,5
"2024-08-30 12:58:07","2024-08-30 13:04:46","IP Address","100","True","2024-08-30 13:04:47","R_1RsjgtbB5OMN4mC","anonymous","EN","1","Opera","112.0.0.0","Windows NT 10.0","Yes","B","","A and C appear to be outliers in this instance, so I do not use them as much to make my decision. I tend to want to send blankets for sure if there is a 40% chance or greater that the temperature will be lower than 32 and if I have resources, will do so at a 30% chance or greater.","139","8708d83f","66d207d97109f850d371e919","66d216373406afe64df0d3a4","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","12000","18","12","C1OSMFWY","ensembles_left","FL_11",13,"single",0,14
"2024-08-30 12:58:07","2024-08-30 13:04:46","IP Address","100","True","2024-08-30 13:04:47","R_1RsjgtbB5OMN4mC","anonymous","EN","1","Opera","112.0.0.0","Windows NT 10.0","Yes","B","","A and C appear to be outliers in this instance, so I do not use them as much to make my decision. I tend to want to send blankets for sure if there is a 40% chance or greater that the temperature will be lower than 32 and if I have resources, will do so at a 30% chance or greater.","139","8708d83f","66d207d97109f850d371e919","66d216373406afe64df0d3a4","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","12000","18","12","C1OSMFWY","ensembles_left","FL_11",14,"single",1,6
"2024-08-30 12:58:07","2024-08-30 13:04:46","IP Address","100","True","2024-08-30 13:04:47","R_1RsjgtbB5OMN4mC","anonymous","EN","1","Opera","112.0.0.0","Windows NT 10.0","Yes","B","","A and C appear to be outliers in this instance, so I do not use them as much to make my decision. I tend to want to send blankets for sure if there is a 40% chance or greater that the temperature will be lower than 32 and if I have resources, will do so at a 30% chance or greater.","139","8708d83f","66d207d97109f850d371e919","66d216373406afe64df0d3a4","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","12000","18","12","C1OSMFWY","ensembles_left","FL_11",15,"single",0,11
"2024-08-30 12:58:07","2024-08-30 13:04:46","IP Address","100","True","2024-08-30 13:04:47","R_1RsjgtbB5OMN4mC","anonymous","EN","1","Opera","112.0.0.0","Windows NT 10.0","Yes","B","","A and C appear to be outliers in this instance, so I do not use them as much to make my decision. I tend to want to send blankets for sure if there is a 40% chance or greater that the temperature will be lower than 32 and if I have resources, will do so at a 30% chance or greater.","139","8708d83f","66d207d97109f850d371e919","66d216373406afe64df0d3a4","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","12000","18","12","C1OSMFWY","ensembles_left","FL_11",16,"single",0,8
"2024-08-30 12:58:07","2024-08-30 13:04:46","IP Address","100","True","2024-08-30 13:04:47","R_1RsjgtbB5OMN4mC","anonymous","EN","1","Opera","112.0.0.0","Windows NT 10.0","Yes","B","","A and C appear to be outliers in this instance, so I do not use them as much to make my decision. I tend to want to send blankets for sure if there is a 40% chance or greater that the temperature will be lower than 32 and if I have resources, will do so at a 30% chance or greater.","139","8708d83f","66d207d97109f850d371e919","66d216373406afe64df0d3a4","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","12000","18","12","C1OSMFWY","ensembles_left","FL_11",17,"single",1,1
"2024-08-30 12:58:07","2024-08-30 13:04:46","IP Address","100","True","2024-08-30 13:04:47","R_1RsjgtbB5OMN4mC","anonymous","EN","1","Opera","112.0.0.0","Windows NT 10.0","Yes","B","","A and C appear to be outliers in this instance, so I do not use them as much to make my decision. I tend to want to send blankets for sure if there is a 40% chance or greater that the temperature will be lower than 32 and if I have resources, will do so at a 30% chance or greater.","139","8708d83f","66d207d97109f850d371e919","66d216373406afe64df0d3a4","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","12000","18","12","C1OSMFWY","ensembles_left","FL_11",18,"single",0,12
"2024-08-30 12:58:07","2024-08-30 13:04:46","IP Address","100","True","2024-08-30 13:04:47","R_1RsjgtbB5OMN4mC","anonymous","EN","1","Opera","112.0.0.0","Windows NT 10.0","Yes","B","","A and C appear to be outliers in this instance, so I do not use them as much to make my decision. I tend to want to send blankets for sure if there is a 40% chance or greater that the temperature will be lower than 32 and if I have resources, will do so at a 30% chance or greater.","139","8708d83f","66d207d97109f850d371e919","66d216373406afe64df0d3a4","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","12000","18","12","C1OSMFWY","ensembles_left","FL_11",19,"single",0,7
"2024-08-30 12:58:07","2024-08-30 13:04:46","IP Address","100","True","2024-08-30 13:04:47","R_1RsjgtbB5OMN4mC","anonymous","EN","1","Opera","112.0.0.0","Windows NT 10.0","Yes","B","","A and C appear to be outliers in this instance, so I do not use them as much to make my decision. I tend to want to send blankets for sure if there is a 40% chance or greater that the temperature will be lower than 32 and if I have resources, will do so at a 30% chance or greater.","139","8708d83f","66d207d97109f850d371e919","66d216373406afe64df0d3a4","abhsarma/abhsarma.github.io/master/assets/possibilistic/pilot/","30","12000","18","12","C1OSMFWY","ensembles_left","FL_11",20,"single",0,15
