"user_id","curve_for_decision","description","budget","vis","index","block","response","trial"
"70aac4dd","B","If the majority of the lines were under the 30% marker at 32 degrees Fahrenheit I opted not to send the blankets. When these lines were largely above the marker I decided to send the blankets. The risk was too high to neglect sending blankets since it would cost 5x the amount of sending one if I was wrong. For me 30% was the sweet spot where I was willing to take that risk.","11000","ensembles",20,"single",1,7
"70aac4dd","B","If the majority of the lines were under the 30% marker at 32 degrees Fahrenheit I opted not to send the blankets. When these lines were largely above the marker I decided to send the blankets. The risk was too high to neglect sending blankets since it would cost 5x the amount of sending one if I was wrong. For me 30% was the sweet spot where I was willing to take that risk.","11000","ensembles",1,"multiple",0,1
"70aac4dd","B","If the majority of the lines were under the 30% marker at 32 degrees Fahrenheit I opted not to send the blankets. When these lines were largely above the marker I decided to send the blankets. The risk was too high to neglect sending blankets since it would cost 5x the amount of sending one if I was wrong. For me 30% was the sweet spot where I was willing to take that risk.","11000","ensembles",2,"multiple",0,12
"70aac4dd","B","If the majority of the lines were under the 30% marker at 32 degrees Fahrenheit I opted not to send the blankets. When these lines were largely above the marker I decided to send the blankets. The risk was too high to neglect sending blankets since it would cost 5x the amount of sending one if I was wrong. For me 30% was the sweet spot where I was willing to take that risk.","11000","ensembles",3,"multiple",1,102
"70aac4dd","B","If the majority of the lines were under the 30% marker at 32 degrees Fahrenheit I opted not to send the blankets. When these lines were largely above the marker I decided to send the blankets. The risk was too high to neglect sending blankets since it would cost 5x the amount of sending one if I was wrong. For me 30% was the sweet spot where I was willing to take that risk.","11000","ensembles",4,"multiple",0,10
"70aac4dd","B","If the majority of the lines were under the 30% marker at 32 degrees Fahrenheit I opted not to send the blankets. When these lines were largely above the marker I decided to send the blankets. The risk was too high to neglect sending blankets since it would cost 5x the amount of sending one if I was wrong. For me 30% was the sweet spot where I was willing to take that risk.","11000","ensembles",5,"multiple",0,9
"70aac4dd","B","If the majority of the lines were under the 30% marker at 32 degrees Fahrenheit I opted not to send the blankets. When these lines were largely above the marker I decided to send the blankets. The risk was too high to neglect sending blankets since it would cost 5x the amount of sending one if I was wrong. For me 30% was the sweet spot where I was willing to take that risk.","11000","ensembles",6,"multiple",0,8
"70aac4dd","B","If the majority of the lines were under the 30% marker at 32 degrees Fahrenheit I opted not to send the blankets. When these lines were largely above the marker I decided to send the blankets. The risk was too high to neglect sending blankets since it would cost 5x the amount of sending one if I was wrong. For me 30% was the sweet spot where I was willing to take that risk.","11000","ensembles",7,"multiple",1,7
"70aac4dd","B","If the majority of the lines were under the 30% marker at 32 degrees Fahrenheit I opted not to send the blankets. When these lines were largely above the marker I decided to send the blankets. The risk was too high to neglect sending blankets since it would cost 5x the amount of sending one if I was wrong. For me 30% was the sweet spot where I was willing to take that risk.","11000","ensembles",8,"multiple",0,6
"70aac4dd","B","If the majority of the lines were under the 30% marker at 32 degrees Fahrenheit I opted not to send the blankets. When these lines were largely above the marker I decided to send the blankets. The risk was too high to neglect sending blankets since it would cost 5x the amount of sending one if I was wrong. For me 30% was the sweet spot where I was willing to take that risk.","11000","ensembles",9,"multiple",0,101
"70aac4dd","B","If the majority of the lines were under the 30% marker at 32 degrees Fahrenheit I opted not to send the blankets. When these lines were largely above the marker I decided to send the blankets. The risk was too high to neglect sending blankets since it would cost 5x the amount of sending one if I was wrong. For me 30% was the sweet spot where I was willing to take that risk.","11000","ensembles",10,"multiple",0,11
"70aac4dd","B","If the majority of the lines were under the 30% marker at 32 degrees Fahrenheit I opted not to send the blankets. When these lines were largely above the marker I decided to send the blankets. The risk was too high to neglect sending blankets since it would cost 5x the amount of sending one if I was wrong. For me 30% was the sweet spot where I was willing to take that risk.","11000","ensembles",11,"multiple",1,3
"70aac4dd","B","If the majority of the lines were under the 30% marker at 32 degrees Fahrenheit I opted not to send the blankets. When these lines were largely above the marker I decided to send the blankets. The risk was too high to neglect sending blankets since it would cost 5x the amount of sending one if I was wrong. For me 30% was the sweet spot where I was willing to take that risk.","11000","ensembles",12,"multiple",1,4
"70aac4dd","B","If the majority of the lines were under the 30% marker at 32 degrees Fahrenheit I opted not to send the blankets. When these lines were largely above the marker I decided to send the blankets. The risk was too high to neglect sending blankets since it would cost 5x the amount of sending one if I was wrong. For me 30% was the sweet spot where I was willing to take that risk.","11000","ensembles",13,"multiple",1,2
"70aac4dd","B","If the majority of the lines were under the 30% marker at 32 degrees Fahrenheit I opted not to send the blankets. When these lines were largely above the marker I decided to send the blankets. The risk was too high to neglect sending blankets since it would cost 5x the amount of sending one if I was wrong. For me 30% was the sweet spot where I was willing to take that risk.","11000","ensembles",14,"multiple",1,5
"f3e25d87","Other (please describe)","I simply looked at the high line and the low line percentages for 32 degrees or lower. After considering the high and low lines I looked at the middle groupings to see if the other forecasts bunched more to the high forecast or the low forecast and made a decision with that information. The cost of being wrong on one is equal to the cost of being right or wrong on five. ","5000","ensembles",1,"single",0,12
"f3e25d87","Other (please describe)","I simply looked at the high line and the low line percentages for 32 degrees or lower. After considering the high and low lines I looked at the middle groupings to see if the other forecasts bunched more to the high forecast or the low forecast and made a decision with that information. The cost of being wrong on one is equal to the cost of being right or wrong on five. ","5000","ensembles",2,"single",0,13
"f3e25d87","Other (please describe)","I simply looked at the high line and the low line percentages for 32 degrees or lower. After considering the high and low lines I looked at the middle groupings to see if the other forecasts bunched more to the high forecast or the low forecast and made a decision with that information. The cost of being wrong on one is equal to the cost of being right or wrong on five. ","5000","ensembles",3,"single",0,17
"f3e25d87","Other (please describe)","I simply looked at the high line and the low line percentages for 32 degrees or lower. After considering the high and low lines I looked at the middle groupings to see if the other forecasts bunched more to the high forecast or the low forecast and made a decision with that information. The cost of being wrong on one is equal to the cost of being right or wrong on five. ","5000","ensembles",4,"single",1,2
"f3e25d87","Other (please describe)","I simply looked at the high line and the low line percentages for 32 degrees or lower. After considering the high and low lines I looked at the middle groupings to see if the other forecasts bunched more to the high forecast or the low forecast and made a decision with that information. The cost of being wrong on one is equal to the cost of being right or wrong on five. ","5000","ensembles",5,"single",0,11
"f3e25d87","Other (please describe)","I simply looked at the high line and the low line percentages for 32 degrees or lower. After considering the high and low lines I looked at the middle groupings to see if the other forecasts bunched more to the high forecast or the low forecast and made a decision with that information. The cost of being wrong on one is equal to the cost of being right or wrong on five. ","5000","ensembles",6,"single",0,14
"f3e25d87","Other (please describe)","I simply looked at the high line and the low line percentages for 32 degrees or lower. After considering the high and low lines I looked at the middle groupings to see if the other forecasts bunched more to the high forecast or the low forecast and made a decision with that information. The cost of being wrong on one is equal to the cost of being right or wrong on five. ","5000","ensembles",7,"single",0,15
"f3e25d87","Other (please describe)","I simply looked at the high line and the low line percentages for 32 degrees or lower. After considering the high and low lines I looked at the middle groupings to see if the other forecasts bunched more to the high forecast or the low forecast and made a decision with that information. The cost of being wrong on one is equal to the cost of being right or wrong on five. ","5000","ensembles",8,"single",0,18
"f3e25d87","Other (please describe)","I simply looked at the high line and the low line percentages for 32 degrees or lower. After considering the high and low lines I looked at the middle groupings to see if the other forecasts bunched more to the high forecast or the low forecast and made a decision with that information. The cost of being wrong on one is equal to the cost of being right or wrong on five. ","5000","ensembles",9,"single",1,4
"f3e25d87","Other (please describe)","I simply looked at the high line and the low line percentages for 32 degrees or lower. After considering the high and low lines I looked at the middle groupings to see if the other forecasts bunched more to the high forecast or the low forecast and made a decision with that information. The cost of being wrong on one is equal to the cost of being right or wrong on five. ","5000","ensembles",10,"single",1,3
"f3e25d87","Other (please describe)","I simply looked at the high line and the low line percentages for 32 degrees or lower. After considering the high and low lines I looked at the middle groupings to see if the other forecasts bunched more to the high forecast or the low forecast and made a decision with that information. The cost of being wrong on one is equal to the cost of being right or wrong on five. ","5000","ensembles",11,"single",0,101
"f3e25d87","Other (please describe)","I simply looked at the high line and the low line percentages for 32 degrees or lower. After considering the high and low lines I looked at the middle groupings to see if the other forecasts bunched more to the high forecast or the low forecast and made a decision with that information. The cost of being wrong on one is equal to the cost of being right or wrong on five. ","5000","ensembles",12,"single",1,1
"f3e25d87","Other (please describe)","I simply looked at the high line and the low line percentages for 32 degrees or lower. After considering the high and low lines I looked at the middle groupings to see if the other forecasts bunched more to the high forecast or the low forecast and made a decision with that information. The cost of being wrong on one is equal to the cost of being right or wrong on five. ","5000","ensembles",13,"single",0,10
"f3e25d87","Other (please describe)","I simply looked at the high line and the low line percentages for 32 degrees or lower. After considering the high and low lines I looked at the middle groupings to see if the other forecasts bunched more to the high forecast or the low forecast and made a decision with that information. The cost of being wrong on one is equal to the cost of being right or wrong on five. ","5000","ensembles",14,"single",1,102
"f3e25d87","Other (please describe)","I simply looked at the high line and the low line percentages for 32 degrees or lower. After considering the high and low lines I looked at the middle groupings to see if the other forecasts bunched more to the high forecast or the low forecast and made a decision with that information. The cost of being wrong on one is equal to the cost of being right or wrong on five. ","5000","ensembles",15,"single",1,7
"f3e25d87","Other (please describe)","I simply looked at the high line and the low line percentages for 32 degrees or lower. After considering the high and low lines I looked at the middle groupings to see if the other forecasts bunched more to the high forecast or the low forecast and made a decision with that information. The cost of being wrong on one is equal to the cost of being right or wrong on five. ","5000","ensembles",16,"single",1,5
"f3e25d87","Other (please describe)","I simply looked at the high line and the low line percentages for 32 degrees or lower. After considering the high and low lines I looked at the middle groupings to see if the other forecasts bunched more to the high forecast or the low forecast and made a decision with that information. The cost of being wrong on one is equal to the cost of being right or wrong on five. ","5000","ensembles",17,"single",0,8
"f3e25d87","Other (please describe)","I simply looked at the high line and the low line percentages for 32 degrees or lower. After considering the high and low lines I looked at the middle groupings to see if the other forecasts bunched more to the high forecast or the low forecast and made a decision with that information. The cost of being wrong on one is equal to the cost of being right or wrong on five. ","5000","ensembles",18,"single",0,16
"f3e25d87","Other (please describe)","I simply looked at the high line and the low line percentages for 32 degrees or lower. After considering the high and low lines I looked at the middle groupings to see if the other forecasts bunched more to the high forecast or the low forecast and made a decision with that information. The cost of being wrong on one is equal to the cost of being right or wrong on five. ","5000","ensembles",19,"single",1,9
"f3e25d87","Other (please describe)","I simply looked at the high line and the low line percentages for 32 degrees or lower. After considering the high and low lines I looked at the middle groupings to see if the other forecasts bunched more to the high forecast or the low forecast and made a decision with that information. The cost of being wrong on one is equal to the cost of being right or wrong on five. ","5000","ensembles",20,"single",1,6
"f3e25d87","Other (please describe)","I simply looked at the high line and the low line percentages for 32 degrees or lower. After considering the high and low lines I looked at the middle groupings to see if the other forecasts bunched more to the high forecast or the low forecast and made a decision with that information. The cost of being wrong on one is equal to the cost of being right or wrong on five. ","5000","ensembles",1,"multiple",0,7
"f3e25d87","Other (please describe)","I simply looked at the high line and the low line percentages for 32 degrees or lower. After considering the high and low lines I looked at the middle groupings to see if the other forecasts bunched more to the high forecast or the low forecast and made a decision with that information. The cost of being wrong on one is equal to the cost of being right or wrong on five. ","5000","ensembles",2,"multiple",0,8
"f3e25d87","Other (please describe)","I simply looked at the high line and the low line percentages for 32 degrees or lower. After considering the high and low lines I looked at the middle groupings to see if the other forecasts bunched more to the high forecast or the low forecast and made a decision with that information. The cost of being wrong on one is equal to the cost of being right or wrong on five. ","5000","ensembles",3,"multiple",1,2
"f3e25d87","Other (please describe)","I simply looked at the high line and the low line percentages for 32 degrees or lower. After considering the high and low lines I looked at the middle groupings to see if the other forecasts bunched more to the high forecast or the low forecast and made a decision with that information. The cost of being wrong on one is equal to the cost of being right or wrong on five. ","5000","ensembles",4,"multiple",0,11
"f3e25d87","Other (please describe)","I simply looked at the high line and the low line percentages for 32 degrees or lower. After considering the high and low lines I looked at the middle groupings to see if the other forecasts bunched more to the high forecast or the low forecast and made a decision with that information. The cost of being wrong on one is equal to the cost of being right or wrong on five. ","5000","ensembles",5,"multiple",0,101
"f3e25d87","Other (please describe)","I simply looked at the high line and the low line percentages for 32 degrees or lower. After considering the high and low lines I looked at the middle groupings to see if the other forecasts bunched more to the high forecast or the low forecast and made a decision with that information. The cost of being wrong on one is equal to the cost of being right or wrong on five. ","5000","ensembles",6,"multiple",1,1
"f3e25d87","Other (please describe)","I simply looked at the high line and the low line percentages for 32 degrees or lower. After considering the high and low lines I looked at the middle groupings to see if the other forecasts bunched more to the high forecast or the low forecast and made a decision with that information. The cost of being wrong on one is equal to the cost of being right or wrong on five. ","5000","ensembles",7,"multiple",0,9
"f3e25d87","Other (please describe)","I simply looked at the high line and the low line percentages for 32 degrees or lower. After considering the high and low lines I looked at the middle groupings to see if the other forecasts bunched more to the high forecast or the low forecast and made a decision with that information. The cost of being wrong on one is equal to the cost of being right or wrong on five. ","5000","ensembles",8,"multiple",1,102
"f3e25d87","Other (please describe)","I simply looked at the high line and the low line percentages for 32 degrees or lower. After considering the high and low lines I looked at the middle groupings to see if the other forecasts bunched more to the high forecast or the low forecast and made a decision with that information. The cost of being wrong on one is equal to the cost of being right or wrong on five. ","5000","ensembles",9,"multiple",0,12
"f3e25d87","Other (please describe)","I simply looked at the high line and the low line percentages for 32 degrees or lower. After considering the high and low lines I looked at the middle groupings to see if the other forecasts bunched more to the high forecast or the low forecast and made a decision with that information. The cost of being wrong on one is equal to the cost of being right or wrong on five. ","5000","ensembles",10,"multiple",1,3
"f3e25d87","Other (please describe)","I simply looked at the high line and the low line percentages for 32 degrees or lower. After considering the high and low lines I looked at the middle groupings to see if the other forecasts bunched more to the high forecast or the low forecast and made a decision with that information. The cost of being wrong on one is equal to the cost of being right or wrong on five. ","5000","ensembles",11,"multiple",1,5
"f3e25d87","Other (please describe)","I simply looked at the high line and the low line percentages for 32 degrees or lower. After considering the high and low lines I looked at the middle groupings to see if the other forecasts bunched more to the high forecast or the low forecast and made a decision with that information. The cost of being wrong on one is equal to the cost of being right or wrong on five. ","5000","ensembles",12,"multiple",0,10
"f3e25d87","Other (please describe)","I simply looked at the high line and the low line percentages for 32 degrees or lower. After considering the high and low lines I looked at the middle groupings to see if the other forecasts bunched more to the high forecast or the low forecast and made a decision with that information. The cost of being wrong on one is equal to the cost of being right or wrong on five. ","5000","ensembles",13,"multiple",1,6
"f3e25d87","Other (please describe)","I simply looked at the high line and the low line percentages for 32 degrees or lower. After considering the high and low lines I looked at the middle groupings to see if the other forecasts bunched more to the high forecast or the low forecast and made a decision with that information. The cost of being wrong on one is equal to the cost of being right or wrong on five. ","5000","ensembles",14,"multiple",1,4
"4b94f79d","A","I relied heavily on the top bound percentage. If it was on the higher end, I would send blankets. The bottom bound was considered secondarily. If it in addition to the upper bound was also high, say around 20-25, then I would send blankets. When I couldn't make a clear decision, I sent blankets anyway, because it only costs $1,000 versus the $5,000 of being wrong. ","7000","pbox",1,"single",0,10
"4b94f79d","A","I relied heavily on the top bound percentage. If it was on the higher end, I would send blankets. The bottom bound was considered secondarily. If it in addition to the upper bound was also high, say around 20-25, then I would send blankets. When I couldn't make a clear decision, I sent blankets anyway, because it only costs $1,000 versus the $5,000 of being wrong. ","7000","pbox",2,"single",1,5
"4b94f79d","A","I relied heavily on the top bound percentage. If it was on the higher end, I would send blankets. The bottom bound was considered secondarily. If it in addition to the upper bound was also high, say around 20-25, then I would send blankets. When I couldn't make a clear decision, I sent blankets anyway, because it only costs $1,000 versus the $5,000 of being wrong. ","7000","pbox",3,"single",0,15
"4b94f79d","A","I relied heavily on the top bound percentage. If it was on the higher end, I would send blankets. The bottom bound was considered secondarily. If it in addition to the upper bound was also high, say around 20-25, then I would send blankets. When I couldn't make a clear decision, I sent blankets anyway, because it only costs $1,000 versus the $5,000 of being wrong. ","7000","pbox",4,"single",0,18
"4b94f79d","A","I relied heavily on the top bound percentage. If it was on the higher end, I would send blankets. The bottom bound was considered secondarily. If it in addition to the upper bound was also high, say around 20-25, then I would send blankets. When I couldn't make a clear decision, I sent blankets anyway, because it only costs $1,000 versus the $5,000 of being wrong. ","7000","pbox",5,"single",0,12
"4b94f79d","A","I relied heavily on the top bound percentage. If it was on the higher end, I would send blankets. The bottom bound was considered secondarily. If it in addition to the upper bound was also high, say around 20-25, then I would send blankets. When I couldn't make a clear decision, I sent blankets anyway, because it only costs $1,000 versus the $5,000 of being wrong. ","7000","pbox",6,"single",1,2
"4b94f79d","A","I relied heavily on the top bound percentage. If it was on the higher end, I would send blankets. The bottom bound was considered secondarily. If it in addition to the upper bound was also high, say around 20-25, then I would send blankets. When I couldn't make a clear decision, I sent blankets anyway, because it only costs $1,000 versus the $5,000 of being wrong. ","7000","pbox",7,"single",0,101
"4b94f79d","A","I relied heavily on the top bound percentage. If it was on the higher end, I would send blankets. The bottom bound was considered secondarily. If it in addition to the upper bound was also high, say around 20-25, then I would send blankets. When I couldn't make a clear decision, I sent blankets anyway, because it only costs $1,000 versus the $5,000 of being wrong. ","7000","pbox",8,"single",1,1
"4b94f79d","A","I relied heavily on the top bound percentage. If it was on the higher end, I would send blankets. The bottom bound was considered secondarily. If it in addition to the upper bound was also high, say around 20-25, then I would send blankets. When I couldn't make a clear decision, I sent blankets anyway, because it only costs $1,000 versus the $5,000 of being wrong. ","7000","pbox",9,"single",1,6
"4b94f79d","A","I relied heavily on the top bound percentage. If it was on the higher end, I would send blankets. The bottom bound was considered secondarily. If it in addition to the upper bound was also high, say around 20-25, then I would send blankets. When I couldn't make a clear decision, I sent blankets anyway, because it only costs $1,000 versus the $5,000 of being wrong. ","7000","pbox",10,"single",1,4
"4b94f79d","A","I relied heavily on the top bound percentage. If it was on the higher end, I would send blankets. The bottom bound was considered secondarily. If it in addition to the upper bound was also high, say around 20-25, then I would send blankets. When I couldn't make a clear decision, I sent blankets anyway, because it only costs $1,000 versus the $5,000 of being wrong. ","7000","pbox",11,"single",1,102
"4b94f79d","A","I relied heavily on the top bound percentage. If it was on the higher end, I would send blankets. The bottom bound was considered secondarily. If it in addition to the upper bound was also high, say around 20-25, then I would send blankets. When I couldn't make a clear decision, I sent blankets anyway, because it only costs $1,000 versus the $5,000 of being wrong. ","7000","pbox",12,"single",0,8
"4b94f79d","A","I relied heavily on the top bound percentage. If it was on the higher end, I would send blankets. The bottom bound was considered secondarily. If it in addition to the upper bound was also high, say around 20-25, then I would send blankets. When I couldn't make a clear decision, I sent blankets anyway, because it only costs $1,000 versus the $5,000 of being wrong. ","7000","pbox",13,"single",0,17
"4b94f79d","A","I relied heavily on the top bound percentage. If it was on the higher end, I would send blankets. The bottom bound was considered secondarily. If it in addition to the upper bound was also high, say around 20-25, then I would send blankets. When I couldn't make a clear decision, I sent blankets anyway, because it only costs $1,000 versus the $5,000 of being wrong. ","7000","pbox",14,"single",0,16
"4b94f79d","A","I relied heavily on the top bound percentage. If it was on the higher end, I would send blankets. The bottom bound was considered secondarily. If it in addition to the upper bound was also high, say around 20-25, then I would send blankets. When I couldn't make a clear decision, I sent blankets anyway, because it only costs $1,000 versus the $5,000 of being wrong. ","7000","pbox",15,"single",0,13
"4b94f79d","A","I relied heavily on the top bound percentage. If it was on the higher end, I would send blankets. The bottom bound was considered secondarily. If it in addition to the upper bound was also high, say around 20-25, then I would send blankets. When I couldn't make a clear decision, I sent blankets anyway, because it only costs $1,000 versus the $5,000 of being wrong. ","7000","pbox",16,"single",0,11
