"user_id","vis","budget","curve_for_decision","description"
"24823e64","pbox","1000","A,B","I just tried to balance the risk with the reward. Once the risk got above25-30% i felt it was worth buying the blankets"
"f9f56607","ensembles","4000","C","I realized cost mattered but also the alpacas mattered so I wanted them to live. if even a 1 in 5 chance (20%) that they would die, it made more sense to give the blamkets."
"bb96cfd1","pbox","2000","A,B,C","I just based it on probability. Anything over 50% was going to most likely need a blanket."
"d58062be","pbox","4000","A,C","I answered based on my gut feeling. I primarily looked at the lower and upper bounds. "
"782ca386","ensembles","4000","A,B","I am risk averse, so generally would send blankets if there was a 30% chance the temperature could drop below 32 degrees."
"908ffe9a","ensembles","-2000","A,B,C","i just used all of them to make my decision, i looked at the top range and the bottom range and looked at the mean average of what all the predictions said the temperature was going to be and just went from there. "
"598965af","pbox","7000","A","I looked at the graph and noted the upper and lower percentage chances of the temperature falling below 32 deg, and generally if that upper percentage was above 40% I would issue blankets. Under that 40% limit I chose to not send blankets, given the odds that the temperature wouldn't drop below 32 deg."
"4c2ae6d8","pbox","3000","A","Given the severity of the possible negative outcome I went with the most conservative actions possible. So for these graphs with the p-boxes I went with the potentially worst possible forecast (line A) and ignored the rest of the lines/box. If that line showed a 15% or higher cumulative chance of the temps being below 32 degrees I sent blankets. That 15% choice was partially based on not wanting alpacas to die, but also the severity of the financial consequences of being wrong and my experience of how often temps were below 32 degrees in the first block. So for the specific graph above I would send blankets, as line A shows about a 30% cumulative chance for the low being 32 or below."
"f1eeec1f","pbox","10000","A,C","In the graph above I would not send blankets because the upper limit of the p-box (curve A) shows the probability of the temperature being less than or equal to 32 degrees is 30%. In addition, the lower limit of the p-box (curve C) being less than 10% (~7%) averages the probability out to be around  18.5% as seen by curve B. If the upper limit of the p-box was higher and the lower limit stayed the same I would have sent blankets since the chance of the temperature going below 32 degrees is more variable. However, if curve A was above 50% I would send A regardless of curve C or B just in case. 
"
"c16d747c","ensembles","5000","A,C","I took the averages of the high temperature estimate and the low temperature estimates. If there was  a ≥ 50% chance that the temperature would be below 32° Fahrenheit, then I would send blankets. Weather prediction is an imperfect science, so sometimes I was wrong."
"12645021","pbox","6000","C,Other (please describe)","I looked at the range to decide if the number was too low."
"8b554bd5","ensembles","2000","A,B","i used A&B primarily because they had the highest probability of colder weather. I felt that it wouldn't be worth taking a chance, and saving $ 1000 and risking $5000 not sending the blankets"
"f5d7889f","pbox","9000","B","I FIRST LOOKED AT THE MIDDLE AREA THEN LOOKED AT THE TOP AND BOTTOM OF THE SHADED AREAS. I USED THE PERCENTAGE BASED ON THOSE STEPS TO MAKE MY DECISION"
"6df65f0f","ensembles","6000","A","The key question we need to know is what is the likelihood that the temperature will be less than 32.  The curves give a few different probabilities, from less than 10 percent to 30%. From this I can guess that is is unlikely to be under 32 degrees, however how unlikely remains unknown. Curve C could correspond to reality in which case there is little chance of very cold weather whereas if A is closer it will be a much closer situation. The question then becomes one about risk tolerance, my willingness to risk the reward (and the punishment that comes with being wrong) based on my interpenetration of the data. In looking at the data, I weigh how much what each forecast is indicating to make an informed judgement about the risk for the cost. "
"b5a988b8","pbox","6000","Other (please describe)","I look at the graph above and see that at most you have a 30% need for blankets but likely less so I wouldn't send blankets on this one since there is a budget that I need to upkeep and If I sent blankets every single time it would mean eventually there are no blankets to send when it matters."
"5e58ef8f","ensembles","9000","A,B,C","I took into account all of the graphs. First I looked at graphs C and A, to see the highest and lowest percentages. Usually anything below ~25% I would consider safe not to send blankets. Next I would look at the spread, so if most of the graphs were on the lower side of 25%, then more than likely I would not send blankets. If several of the graphs were over 25%, then more than likely I would send blankets. If it was a wide range but still over 30% at the highest, i would send blankets just because of the variability."
"6ede9083","ensembles","10000","Other (please describe)","if I felt average chance was over 20 percent I sent blankets to mitigate risk of losing 5000.  The average cost of being wrong is higher there than spending $1000 to be safe "
"6bdfe825","pbox","-15000","A","I tried to play it riskier and gamble when there was a ~50% or less chance at the temperature being lower than 32 degrees. Clearly, that was a terrible mistake considering my performance lol. It sort of domino'd from there and kept going downhill."
"6598630f","pbox","12000","B","I did look at all three, but B seems to be the middle. I used the middle line to decide if I wanted to send blankets.  I also looked at the highest and lowest to determine how different those two lines were.  "
"52c0da4a","pbox","6000","A,C","Anything under 40% I decided not to send blankets because I felt the probability wasn't high enough. I used both A and C when I used this strategy. Anything that was over 40% I decided to send blankets because I felt it was better to be safe than sorry."
"d4619669","ensembles","10000","B","I felt like if the chances were under 30 percent, I was likely to not order blankets. I was a little looser with those guidelines as the task progressed as I was also trying to preserve but not jeopardize my bonus. If I felt like it was 30 or 40 percent or higher, I was sending blankets - I didn't want to risk 5k on a coin flip or worse."
"b37cf3a5","pbox","11000","B","I focused more on the middle to try and use more of an aggregate when deciding whether or not to send blankets and if it was more than 40ish percent I would send them and would not send them if it was below."
"a6a49d35","pbox","6000","A,C","My main goal was to avoid a 5,000 loss which represented almost 28% of my budget. I'd rather pay 1,000 (5% of budget unnecessarily) than lose 5,000, so I was hesitant to pick any option where the chance of the weather dropping below 32 degrees was non-zero.

Early on in the task, I would be a little riskier, so I would be sure to end the game with money in my budget. If the lower end was 5% and the higher was less than 20%, I would choose not to send blankets. If the probability was higher than that, I always sent blankets. After a few rounds, I always sent blankets unless the probability of the temp going below 32 was 0 at the low end and less than 10 at the high end. I was very cautious in my approach overall as a mistake was costly and I wanted to completely avoid running out of money at the end. "
"70e723d9","pbox","8000","A","I am going by the premise that if the chance of low temperature is predicted at 50% or below, I am not sending the blankets. I am using the uppermost distribution to determine the probability. "
"98aaad2d","ensembles","5000","B","I sent blankets when there was a greater than 20% likelihood of the temperature being 32F. At 20% likelihood, blankets would only be necessary 20% of the time, or 20/100=2/10=1/5, and therefore once every five occurrences. So, every fifth occurrence, on average, would cost you $5000. And if you sent blankets each of the five times, it would also cost you $5000($1000 x 5).

When there is a greater than 20% chance that the temperature will be 32F, you always send blankets. This is because at the >20% likelihood, blankets will be necessary, on average, more than once every 5 occasions.

For example, let's say there was a 40% chance that the temperature would be 32F. Then, on average, you would need blankets 40/100=4/10=2/5, and therefore twice every five occurences, on average. So, without blankets, that would cost you 2 x $5000 = $10,000. However, sending blankets each night would have cost you $1000 x 5 = $5000. So, you would save $5000($10,000 - $5000) by using blankets every night.

So, do not send blankets if the chance of the temperature being 32F is less than 20%.

Send blankets every night if the chance of the temperature being 32F is more than 20%.

The break even point is when the chance of the temperature being 32F equaling exactly 20%. When I played the game, I did not send blankets figuring it was a waste of labor for the infinitesimal benefit."
"9f15a112","pbox","9000","A,C,Other (please describe)","I would send blankets for the above graph because there is enough risk to warrant it. In this case, the plot shows the odds as between about 5% and 30%, which is a 25% difference. The models don't all particularly agree, so the uncertainty is relatively high. With a higher degree of uncertainty, it is best to act more safely, especially when livestock is at risk of death for getting it wrong."
"a4fd1201","ensembles","5000","B","I mostly looked at the lowest and highest peak, creating an average. If the low was extremely low (like 10% or less) and the highest was also relatively low such as being under 50% then I chose not to send the blankets. If the lowest was high (30% or so) and the highest was very high (80%+) then I chose to send the blankets. For the extreme cases I chose appropriately whether the percentage across all estimates was high or low. "
"aebaa975","pbox","9000","B","Yes, I would send blankets for all forecasts with a low temperature percentage of 20 percent or more."
"cfa55bc4","pbox","-5000","B","The strategy I used to send blankets or not was based on if there was a high probability of the temps dropping to 32 or below."
"cfc9803a","pbox","6000","A,C","I gambled with pretend livestock.  I didn't have a strat., because this is nothing like real life.  My family raises livestock, and this just isn't how decisions are made.   "
"2a451e76","pbox","10000","B","I tried gauging the median result and looked at whether it was 40% or above, since 40% is close to 50% and 50% becomes a toss-up I figured its better to avoid the risk than not. If it was 30% then its highly unlikely. Whereas when it gets closer to 50% it becomes ""likely"". Of course higher than that becomes ""very likely"". "
"11ea4833","pbox","-4000","A","Larger the area. Higher the probability "
"4112b6ea","ensembles","-7000","A","I think I read it wrong because i based it on the highest tempature"
"ec19ee4d","pbox","0","A,B,C","I looked at the percentage for all 3 sources.  If the percentage was high for even one source, I tended to provide blankets.  The $1000 was less of a risk than the $5000 if they were too cold."
"75cb051c","ensembles","5000","A,C","The main strategy that I was using was seeing if the top distribution was at or above 50-60%. If it was, then I was going to send blankets. If below, I was not going to send blankets."
"1094327b","ensembles","2000","A","I chose to utilize line A because it supplied the highest probability of temperature for each trial. I preferred to overshoot the probability than to undershoot. I tended to send blankets to the alpacas if the probability of line A was greater than 20-30%. Even if the temperature did not drop below 32, it was safer to send the blankets for $1000 than to risk having to pay the $5000 if blankets were not sent."
"3e01262b","ensembles","0","A","Because of the previous trial, I became more concerned about not losing $5,000 from not giving blankets. I reasoned that if distribution A was less than 20%, then I would take the chance of not sending blankets. Otherwise, I would usually send blankets."
"58813083","ensembles","3000","A,B","I looked at each of the graphs very carefully and tried to analyze the probable chance of lower temperature.  I specifically analyzed whether all the graphs showed a consistent temperature forecast. Based on that analysis I made decisions whether I should send blankets or not. It might not be the best strategy but yeah that's the strategy I have used."
"aafd2dc7","ensembles","-8000","Other (please describe)","Overall I looked at the trend; if they were all indicating that there would be a really good chance that it was going to be <=32, I would send them. If they all seemed to indicate it was up in the air, I erred on the side of caution and sent them. Very few indicated to me that the blankets definitely wouldn't be needed."
"526e0b66","ensembles","3000","A,C","I made my decision based on the highest probability."
"1b3b381c","ensembles","6000","A,C","My decision will be to not send blankets. The C graph shows about 5% being below 32 degrees. The A graph shows 30% being below 32 degrees. The total average of all the graph is less than 30%. I believe that 30% was not big enough probability for me to send blankets. I would have considered it if the total average was above 50%."
"9b274ff6","pbox","11000","A","Seeing high percentages of lower temps would qualify. Meaning more of the coverage to the left higher on the graph I would chose."
"7d8efcf8","ensembles","5000","A,B,Other (please describe)","If all lines had a percentage of chance, then definitely selected, if slight only I still provided blankets, I did not want to lose $5000 so I went ahead and hedged and provided blankets at $1000 cost."
"70aac4dd","ensembles","11000","B","If the majority of the lines were under the 30% marker at 32 degrees Fahrenheit I opted not to send the blankets. When these lines were largely above the marker I decided to send the blankets. The risk was too high to neglect sending blankets since it would cost 5x the amount of sending one if I was wrong. For me 30% was the sweet spot where I was willing to take that risk."
"5233047a","pbox","7000","A,C","I looked at both distributions and if line A was below 50% I would not send blankets. "
"cee8080f","ensembles","5000","B","I looked at the graphs to see if the temperature would be really cold, and if it seemed likely, I decided to send blankets to keep people warm."
"f4e28c03","pbox","9000","B","My decision was based on how far the temperature was from needing blankets. The reason I chose to send blankets is I did not want the alpacas to die."
"d1bbbdf3","pbox","7000","A","I figured that anything above 50% was too risky to not send blankets. I tried to take into consideration graph c and a mostly for part two. I would say graph a was most helpful in making my decision."
"81922aa0","ensembles","2000","B","I checked to see if the majority of the lines surpassed 30%. My personal threshold was 30%, and if 3 of the lines surpassed that, I sent blankets."
"c0cecb19","ensembles","1000","A,C","I took A and C added them up then divided by 2 to get a middle average. After the middle average between the two extremes was established if the chance was around 40 percent or below I chose not to issue the blankets. If the average was 60 percent or higher I chose to issue the blankets. "
"23f3c758","pbox","7000","A","If the highest estimate for freezing temperatures was greater than roughly 10%, I sent the blankets. I have a low tolerance for risk and would rather err on the side of safety. So in this example I certainly would've sent blankets because A suggests 30% chance of 32 degrees or less."
"3951180a","ensembles","0","B","I tried to kind of go middle ground when looking at the graph. I went in the middle 
 the graph and used that as a safe way of looking at "
"45bbd58b","pbox","11000","B","If there was a 40% or higher chance that the temperature was 40% or higher, I chose to send blankets. On the second round of tasks, an average (of the top and bottom temperatures) of 40% or higher led me to send blankets. I figured 40% was a high enough chance of freezing temperatures to occur that I couldn't ignore it. "
"f0fe92be","pbox","6000","A,B,C,Other (please describe)","i chose to send blankets if i thought it would get below 32 degrees, which the graphs gave me enough information to guess whether that was the case. if it was 50% or above chance, they got blankets. anything above 30% chance, i gave them blankets as well."
"da93dd04","ensembles","2000","A,C","I was checking to see what the overall range was by looking at mostly the highest  range forecast against the lowest one."
"30e01ba2","ensembles","5000","B","I was going with the middle options because the other sets were running high and low. If the percentage was about midway or more, I would send blankets. If it wasn't,I didn't send any."
"16f18eaa","ensembles","5000","A,C","The strategy for this task involves monitoring the night-time temperature forecast daily and issuing blankets to the alpacas whenever the forecast predicts temperatures will fall below 32°F to prevent the higher penalty cost of $5,000 per incident. If the temperature is forecasted to be 32°F or above, blankets will not be sent to conserve the budget, as there is no cost associated with not issuing blankets in these conditions."
"172d49c3","ensembles","5000","A,B,C","If it was all on the right side, toward higher temperatures then it would for sure, without a doubt, be above 32 degrees. When it was above 50% at 32 I would always put yes for providing blankets. If it was 30-40% at 32, I would take a second to make a decision based on my budget and my chances. When looking at the charts with more lines, with p-boxes and lines A, B, and C, I based most of my decision on the middle and highest lines (A and B), since that would be my most risk and medium risk. If the A was above 50 then I would be leaning towards providing blankets, if the C was in 0 then I'd reconsider. If the C was higher up, above 40 then I would definitely provide blankets. "
"60bd535e","pbox","-3000","A,B","If the majority of the p-boxes covered an area that showed a high probability that the temperature would be around or under 32 degrees, then I would advocate for blankets."
"4e07c832","pbox","10000","A,B","I considered the full range, but primarily the top of the range. Ultimately, if anyone thought there was a 30% or more likelihood of it being under 32 degrees, I chose to send the blankets. I would rather have unnecessary blankets than lose the lives of the alpacas. "
"0d63fd08","ensembles","-6000","B","I tried to see where the average forecasts would be and I based my decision off of that."
"38cbb1f0","ensembles","-2000","B,C","I tried to consider all of the lines in the graph. If all or almost all were below 50% chance of being below 32 degrees, I usually opted not to send blankets. If all or almost all were 50% or above, I did send blankets. Some were more obvious than others."
"81983f7a","ensembles","-3000","A,B,C","Most of how I decided was on the upper 2/3 range of possibilities. Chances being below 35-40% were typically decided as to not send blankets, keeping budget restraints in mind."
"2e14d4df","ensembles","0","B","I looked at the temp predictions, but also the high and low end of the prediction models and went for somewhere in between, the ""middle ground"" so to speak.  Then based my decision on that middle area.  I figured the high and low ends were likely statistical outliers. "
"ff1a9997","ensembles","4000","B,C","I tried to determine if at least 3 or more forecasts were less than 32 degrees of 25% chance or less. That would give it a higher average of occurring this way. If fewer forecasts showed higher probability of being below 32 degrees then it increases liklihood of temps staying over the 32 degree range"
"7af407e9","pbox","7000","B","If the probability was 50% and higher, I decided to send blankets."
"347ee56e","pbox","11000","Other (please describe)","I simply try to determine whether the lowest and highest chance that the temperature will be below 32 degrees using the graphs. If the percentage was below 30 percent then I wouldn't send blankets, if 30 percent was the highest I would make a rationale decision, and anything above 30 percent I would choose to send blankets"
"836b05cf","ensembles","9000","A,B","For a single graph, I sent blanket when probability of temperature below 32 degree is more than 10 percent. For multiple graphs, I used the average of the two graphs with highest probabilities. I erred on the side of caution because I didn't want the alpacas to die."
"916fe0ec","ensembles","10000","A,C","I tried to look at the highest probability and the lowest and compare the chances between the two.  If I felt it was too much risk not to send blankets I would go ahead and do it.  If I felt there was low risk between the two I would not."
"ddd4567b","ensembles","10000","A,B,C","I would try and form an average of all of them in my head because they were all described as equally credible, I wouldn't send blankets here because the average is low enough that it probably isn't worth doing"
"25374d53","ensembles","5000","B,C","I used the data on plotted lines and basically I decided on the lines that matched together will get the blankets sent if it gets below 40 degrees."
"268a0da4","ensembles","-5000","B","I just kind of looked at how many months of the year or cold enough for blankets and then I dispersed accordingly although, as you can see by my budget, I gave too many people blankets"
"f2d2b211","pbox","7000","A,C","I didn't consider sending blankets on any days where A <50%. 
On days where A>= 50%, I looked at the range between A and C and C itself. I didn't have a hard and fast rule, but generally figured if C >25% to send blankets."
"c58424b6","pbox","-4000","A,C","I'm looking at the shaded area below 32 if it's approximately at least 25% of the shaded part I send blankets. I messed up the first half at some point."
"6788debb","ensembles","7000","A,B,C","I tried to determine how close together all three of the points were on the graph, I used that data and made the best possible guess as to what I thought the temperature would be that particular night."
"dac28511","pbox","-7000","A","I used A mostly because it's better to be safe than sorry when dealing with Alpacas. "
"74a8133a","ensembles","9000","Other (please describe)","I actually used all of them. I looked at the highest percentage first, followed by the lowest percentage. lastly, I considered the mid range percentages. Then I made my determination."
"beb3014b","pbox","4000","B","In my analysis I first look to the lowest bracket of the graph, which starters below 10%. My eyes next jump to the highest percentage, which in this instance is around 30%. Because there is about 20% of uncertainty I naturally feel more inclined to send the blankets even though the top percentage is only 30%. I am generally cautious by nature and the penalty for not sending when it dips below 32 is 5x the reward, so it makes sense to send blankets if you are likely to be at or above 20%."
"d9aefe96","pbox","11000","B","I tried to primarily look at the B line in the middle of the upper and lower forecast. I lined up that middle line to the percent chance at the ""32"" degree mark and then made my decision based on how high or low that percent chance was"
"1fd3fed4","ensembles","6000","B","I tried to look at the average of the forecasts."
"67bfb0d2","ensembles","2000","A","well i most make decisions base on the outcome of A distribution "
"09561cc4","pbox","-8000","A,B,C,Other (please describe)","I was using the end of the line to the coldest number"
"711823dc","pbox","5000","A,B,C","I made my decision based on the midpoint (B) to determine what the chance of the temperature being at 32 or below would be. If the percentage was 50% or higher, I chose to send blanket. "
"5f2b1acb","pbox","3000","A,C","Its simple really, i decide to issue a blanket even if its just one that falls below 32. Not willing to risk an alpaca dying. "
"78d1169f","ensembles","0","A,B,C","I looked at the lowest, average and highest probability and made an educated guess. If the highest probability was below 50, then I said no."
"6db1df35","pbox","9000","B","If the percent chance that the temperature would be below 32 degrees was higher than 35% I would send the blankets. The potential risk of losing 5 nights worth of blanket budget is just too high so it is worth occasionally spending $1000 on blankets that weren't needed. When presented with 2 possible forecasts I was averaging the two as best as I could. I made the assumption that the real temperature would fall somewhere between the high and low estimates."
"58e7507f","ensembles","1000","B","If the majority of B and C were above 20% then I went ahead and sent blankets.  I wanted to be safe rather than sorry."
"fcfe698f","ensembles","8000","A,B,C","I looked at the percents for every line and mainly focused on lowest and highest. If there was a big gap for example, the lowest was 10% and the highest was 70% id say yes the alpacas need blankets. I felt the probability was higher that it would drop below 32 degrees when there was a wide range. When the range was low and similar for example 10% and 20% I'd say no because I had a better chance of it not going below 32. I did get confused in the beginning and put the wrong answer for one because I wasn't understanding the graph. But after going to the next one I understood and developed a strategy."
"80c0c48d","ensembles","-8000","Other (please describe)","If it were a lower percentage, I would take a slight risk of not giving the blankets to the alpacas. If it were a higher percentage then I would send blankets. I feel like I got burned on the ones that showed an almost 0 percent risk of the temperature being lower than 32 degrees. I wanted to save money by not sending blankets those days. I got burned on one that looked extremely safe, so maybe I should have erred on the side of caution and given blankets up until the end and then increased my risk as I went on. I think I lost money and panicked at the end to try and end with money and it ended up putting me into the negatives. I feel like gamblers do this to try and make their money back up, but it ends up making them lose more. "
"c987fb97","pbox","-2000","B","I considered B because it was the middle ground and provided the average. If I thought it was below 32 degrees, I sent blankets. "
"4dcfa789","ensembles","0","A,C","I would determine if the possibility of line A and then the possibility of line C. If line A possibility is at least 30% or higher I would send blankets. If line C is at least 20% or higher I would send blankets. I would not send blankets if the possibilities of both line A and C were below 20%."
"3261f0c6","ensembles","8000","A","I look at line A because it is the highest estimate, and I want to be as cautious as possible because this decision affects living beings. Since the graph shows the probability of the temperature being BELOW x-degrees, I look at the probability of the temperature being below 34 degrees. Line A shows a 70% chance so I would definitely send blankets. 

If the chance of temperature being below 34 degrees is 35% or more, I'd send blankets. If the chance of temperature being below 34 degrees is 30% but the chance of being below 33 degrees is maybe 25%, I would probably not send blankets (but I might). If the chance of temperature being below 33/34 is 20% or lower, I definitely would not send blankets."
"248ed2fe","pbox","10000","B","On average the probablility of be 32 degress or lower on the high end is only 30% , so I would not send blankets."
"b0ee4ea0","ensembles","11000","B","I essentially tried to find the middle/median value, and if it was at or below 40, I would decide not to send blankets. Anything above 40, I decided to send blankets."
"308c40cf","ensembles","0","Other (please describe)","Honestly, when doing the trials, my answers felt clear and easy.  When I went to apply this same strategy to the actual questions, I think I started to how the graph was applied to the alpaca situation.  If there were lines below the 28, but then they went back up, I was thinking that it would be below 32 degrees. I am not totally sure if this is correct or not.  I think doing the trials with some 'real life' examples may have helped rather than just reading the graph.  So when the alpaca examples showed that some weather predictions were exactly under the 32, it was easy to determine if blankets should be sent.  Hope that is clear!"
"d08d5b5c","pbox","9000","B","Mathematically the point is 20% on the decision to send blankets.  It is a loss of 1000 vs 5000.  Anything where the likelihood of below 32 is above 20% I sent blankets.  And below 20% I did not send blankets.  On the second trial it is hard to know because the average is not necessarily right to determine the expectation point without more mathematical data.  I used the average but if the standard deviation was high, I elected to send blankets because the cost of the temperature dropping below 32 is too great.  "
"bb9166e6","ensembles","7000","A,B,C","I used the average percentage of probability of temperatures falling below 32 as the deciding factor on whether I would send blankets or not. "
"d9a20675","pbox","2000","B","I took the median number between A and C to decide what the probability it would be below 32 was. If I thought the probability was above 40% then I usually chose to send blankets"
"c32edaef","pbox","6000","A,C,Other (please describe)","I looked at the temperature first, found 32 degrees, and followed it up to where it initially intersected with the probability line. I saw that the lowest probability of the temperature falling under 32 degrees was around 8 percent. Since I am relying on both lines A & C equally to make my decision I continued to follow the 32 degree line up to the highest probability that the temperature would fall under 32 degrees, which was about 30 percent. Using this range, I would have to make a decision, which I think at this point is as much a ""gut check"" as it is considering the real possibility. In this specific scenario, I would risk NOT sending blankets with these predictions. I am aware that the temperature may fall under 32 degrees, however, I feel comfortable with the 70 percent odds that it does not. "
"f3e25d87","ensembles","5000","Other (please describe)","I simply looked at the high line and the low line percentages for 32 degrees or lower. After considering the high and low lines I looked at the middle groupings to see if the other forecasts bunched more to the high forecast or the low forecast and made a decision with that information. The cost of being wrong on one is equal to the cost of being right or wrong on five. "
"367cfb73","pbox","4000","A","A was what I first looked at. It represents the highest probability of a temperature occurring. I would err on the side of caution."
"4b94f79d","pbox","7000","A","I relied heavily on the top bound percentage. If it was on the higher end, I would send blankets. The bottom bound was considered secondarily. If it in addition to the upper bound was also high, say around 20-25, then I would send blankets. When I couldn't make a clear decision, I sent blankets anyway, because it only costs $1,000 versus the $5,000 of being wrong. "
"19d6ecf1","ensembles","0","B","It made sense to take a general average of the predictions to base my decision on whether to send blankets, given the different predictions were within a few degrees of one another and appeared reliable within a 2-3 degree margin. If my decision is to send blankets, it is because that average shows at least a one-third probability that animals will be lost, which is a significant negative impact to the region. I believed an approximate 1/3 risk of negative impact was enough to use preventative measures."
"d401d9d9","ensembles","7000","Other (please describe)","I considered where a majority of the predictions fell on the graph if there were more lines under the temp zone vs more lines above the temp zone and made decision based on the visual average."
"f598d2cf","pbox","3000","B","Instead of using the highest degree or the lowest degree, I used an average of the two and used as much of the middle of both as I could figure. "
"4f5e5ce2","ensembles","-8000","B","I generally tried to send blankets when the probability for lower temperatures was higher. "
"a4ba1cca","ensembles","4000","A,B,C","There was no indicator as to which forecast was provided by which agency, nor any indicators as to which forecast is generally the most accurate. Because of this all results were worth considering and it was a matter of deciding whether it was worth the risk of the result being closer to a higher or lower forecast."
"3e139da2","ensembles","-1000","A,B,C","In evaluating the task using the provided p-boxes, I primarily considered distributions A and B due to their relevance to the current scenario. Distributions A and B offered insights into different possible outcomes and their impacts on our budget and overall strategy.

To interpret and perform the task effectively, I analyzed the ranges and characteristics of these distributions. By examining how each distribution influenced the budget and risk factors, I was able to assess which options were feasible and align with our objectives.

Given the budget constraints and the benefits associated with sending blankets, the decision was made to proceed with sending blankets, as this option fits within the acceptable range of the budget and meets the task's objectives."
"4d8cdcd1","pbox","7000","C","If the bottom line was below 10% then I wasn't sending the blankets."
"3eda4124","ensembles","2000","B,Other (please describe)","Well...in the first set where you told us whether we got the temperature right and the budget left, there were 2 trick questions (sort of) where it was below a 40% chance and the weather reports got it wrong (the alpaca's died and I felt bad even though this is just a study). So..for this round, I took that into consideration and anywhere between 40% or less, I would go with my gut a little. For this particular one, B was at 50% so I would choose to go with sending the blankets. I figured an average (B) would be a good indicator of whether to send them. "
"c0e8ab38","ensembles","-1000","A,C","I compared A and C to see what the percentage range was. If it was a large range, I would send blankets. If it was a small range or there was not a chance of the temperature reaching 32 degrees, I would not send blankets to that region."
"7372b1bb","ensembles","7000","A,B,C","I just looked at the percentage probability ranges from the first line (A) to the bottom line (C or whatever letter it would have been), and calculated that range in my head...e.g. low end probability was 20% and high end probability was 70%. Usually if the top end of the range was over 40%, I decided to send the blankets because I felt like was more likely to reach under 32 degrees that night."
"a1c4ec02","ensembles","8000","B","I considered the average of the graph from highest to low in probability so that's why B was my main takeaway to my decisions"
"e2971795","ensembles","6000","Other (please describe)","If the chance was significant of 32 degree or below weather (30% or higher) I would send blankets. I did not want alpacas to die and to lose 5000 dollars. Anything below 30% is a gamble I was personally willing to take because the odds are seemingly in my favor. "
"37c81904","pbox","11000","A","Considering the fact that the potential loss of not sending blankets is 5x the amount of sending blankets, I was trying to always factor in forecast A, with it's higher range of probability for the weather. While I wouldn't always factor in forecast A as what will definitely happen, if there's some possibility that A is indicating 50% or higher probability of weather below 32 degrees then I would rather be cautious & send blankets then potentially suffer the loss of not sending."
"9c60d743","pbox","-2000","A","I used A because it was the worst case scenario. If I had used C I was worried I would miss out on information on risks. Plan for the worst, hope for the best."
"62df915a","ensembles","11000","A,B,C","I would look at the A and C percentages to look at the range. Then, I would look to see how many of the graphs fell above or below a certain percentage. Generally, if there was one graph that predicted that there was a greater than 30% chance of the temperature falling below 32 degrees, I would send a blanket. If the top graph, A, fell below 30%, then I would not send blankets. If the bottom graph, C, was above 30%, I would send blankets."
"b00e1b3f","pbox","11000","Other (please describe)","I took a more conservative approach because I did not want to lose money. I tried to think about it in terms of probabilities but also a 50% probability cut-off. If both were below that I was probably more likely to not end, but if at least one was I did. Overall I tried to take my best guess while attempting to avoid losing money by being conservative if it was close to a higher probability. "
"0c020550","ensembles","-4000","B","I just tried to use the middle line to get the average temperature."
"06706d7f","pbox","1000","A,B,C","When looking at the graph, I looked at the bottom to the top of the purple are around the 32 degree mark. If the lowest area was around 40 degrees then I thought they would need blankets."
"3a4b3144","pbox","7000","A","I mainly focused on A and used that as my decision making marker. If it seemed to be higher likelihood of being below 32F, I would send blankets to be safe. Otherwise, I would not send any blankets because the odds seemed low enough for it to be safe."
